Name,Address,Location,Price,Cuisine,Longitude,Latitude,Award,FacilitiesAndServices,Description,Price_level
Brigecio,"Avenida Constitución 28, Morales de Rey, 49693, Spain","Morales de Rey, Spain",€€,Traditional Cuisine,-5.784549,42.0666268,Bib Gourmand,"Air conditioning,Wheelchair access","Run by a friendly married couple, this restaurant located in a small village 10km to the northwest of Benavente takes its name from an ancient Asturian hill fort known as “Castro Brigecio? Behind its façade, you’ll find a single, slightly impersonal contemporary-style dining room, albeit with a welcoming fireplace and excellent service. The extensive à la carte of traditional cuisine features a choice of cod dishes such as bacalao a lo Tío and bacalao con crestas de gallo (chicken comb) alongside a few more modern and contemporary options, an impressive “executive?menu and two set menus with a nod to our very own Bib Gourmand. The famous Zamora-style octopus is a must!",2
Blossom,"Strachan 11, Malaga, 29015, Spain","Malaga, Spain",€€,Fusion,-4.420422,36.7197468,Bib Gourmand,"Air conditioning,Terrace","If you’re looking for a restaurant in the centre of Málaga just a few metres of the cathedral, this restaurant could be the perfect option. The focus in this charming and intimate space with just a handful of tables (the majority of which are on the pedestrian street it fronts), is on an interesting approach to fusion cuisine which combines creativity and South American flourishes and detail ?the latter stemming from Argentina-born chef Emi Schobert who searches for his inspiration “in the sea, the mountains and local ingredients? Given his success and the limited space, we recommend booking ahead!",2
El Origen,"Plaza Justicia 4, Huesca, 22001, Spain","Huesca, Spain",€€,Traditional Cuisine,-0.4048128,42.1378049,Bib Gourmand,"Air conditioning,Credit cards not accepted,Terrace","El Origen’s main dining room is dominated by an unusual mural that recalls the history of the square on which it is located, which is affectionately known as “los tocinos?(literally “bacon? because of the pig fair that used to take place here. Owner-chef Beatriz Allué creates traditional cuisine with a contemporary touch both in terms of preparation and presentation, with a clear preference for organic products from Aragón. Her father, a farmer, supplies her directly with many of these, thus ensuring maximum freshness. A choice of interesting set menus completes the picture.",2
La Lechería,"La Lechería 1, Val de San Lorenzo, 24717, Spain","Val de San Lorenzo, Spain",€€,"Traditional Cuisine, Regional Cuisine",-6.1184008,42.4168797,Bib Gourmand,Air conditioning,"Famous for its artisanal blankets and bedspreads, Val de San Lorenzo is a small village in the heart of the Maragatería region in the province of León. This restaurant, occupying an old stone house that once upon a time was used as a dairy (hence its name), boasts a decidedly rustic yet meticulous decor, including an antique loom dating back over three centuries that gives an insight into the area’s history. This setting provides the backdrop for a traditionally inspired à la carte well complemented by a tasting menu (served to the whole table only) and its signature “Cocido Maragato?stew (by prior order).",2
Canteré,"Aire 1, Hecho, 22720, Spain","Hecho, Spain",€€,"Traditional Cuisine, Creative",-0.7512234,42.7388911,Bib Gourmand,"Air conditioning,Terrace","It is well worth visiting this mountain village to eat at this restaurant occupying a typical “chesa?style house with an impressive old vine adorning the façade. Enjoy a drink in the public bar before heading upstairs to the attractive rustic-contemporary dining room featuring bright dining spaces, a minimum of furniture and impressive lighting. Here, the chef showcases a traditionally inspired menu brought impressively up to date that always tries to champion seasonal and locally sourced ingredients. Canteré’s food-themed events are also highly popular, one of which is devoted to wild mushrooms, and another to game.",2
Forastera,"Pintor Domingo 40, Valencia, 46001, Spain","Valencia, Spain",€€,"Farm to table, Traditional Cuisine",-0.3835095,39.4747439,Bib Gourmand,"Air conditioning,Wheelchair access","This restaurant (meaning “outsider?or “stranger? takes its name from the humorous description that Txisku Nuévalos gave to his wife Laura (who is originally from Bilbao) when he decided to return to his native region (he was born in Utiel, a town inland from Valencia) to set up his own business. This welcoming contemporary setting, run by the couple themselves, showcases updated traditional cuisine based around seasonal ingredients and a focus on small-scale producers. Choose between a concise, specials-based à la carte and two excellent surprise menus (Degustación and Forastera) that change in line with market availability, all of which feature dishes that are delicious and full of flavour.",2
Deli,"Plaza de Andalucía 10, Montellano, 41770, Spain","Montellano, Spain",€€,Traditional Cuisine,-5.5734199,36.9951721,Bib Gourmand,Air conditioning,"A love of cooking with its roots in tradition is behind the values of this restaurant with its impressive array of rice dishes, soups, stews, and specialities such as Segovia-style roast suckling pig. Now run by the third generation of the family, Deli always works with local producers to source its ingredients, focusing on the traditional cooking of inland Andalucia, with some recipes on the menu harking back to the region’s long period of Moorish rule. Specialities here include creamy rice with local partridge, the delicious snails in an almond and dried red pepper sauce, and the exquisite artichokes.",2
Llantén,"Encina 11, Valladolid, 47153, Spain","Valladolid, Spain",€€,Traditional Cuisine,,,Bib Gourmand,"Air conditioning,Terrace","Despite celebrating their 20th anniversary in business, Llanén is still showing the same level of passion and enthusiasm as ever! If you’re looking for a restaurant with lots of charm, look no further than this eatery in a residential area on the outskirts of Valladolid which continues to surprise thanks to its landscaped surroundings and Ibiza-style decor, featuring welcoming open fireplaces that provide the perfect ambience for a romantic candlelit supper. The chef showcases traditional cuisine that has been superbly brought up to date through outstanding dishes such as Wagyu beef tripe.",2
Terraza Carmona,"Del Mar 1, Vera, 04620, Spain","Vera, Spain",€€,Regional Cuisine,-1.8675902,37.2480034,Bib Gourmand,"Air conditioning,Car park,Wheelchair access","A third-generation, family-run restaurant that has always shone a light on the gastronomic traditions of Almería, a fact highlighted and recognised by a statue of its founder Antonio Carmona Gallardo, on one side of the street. Occupying the hotel of the same name, it features a pleasant bar with a food display counter, a regionally inspired dining room, plus an attractive terrace. The extensive, traditionally focused à la carte features dishes from the region, grilled meats, fresh fish and seafood, daily specials, along with an appetising set menu. Unpretentious yet meticulously prepared cuisine based around top-quality ingredients.",2
Anaco,"Costa de San Domingos 2, Santiago de Compostela, 15703, Spain","Santiago de Compostela, Spain",€€,"Contemporary, Seasonal Cuisine",-8.5396233,42.882361,Bib Gourmand,Air conditioning,"A breath of fresh air in Santiago de Compostela! This pleasant eatery with its bare stone walls just a few steps from the Museo do Pobo Galego showcases the cuisine of Palencia-born chef Víctor Lobejón who, having trained in several renowned restaurants, followed his girlfriend to Santiago where he has opened his first solo venture. His personalised contemporary cooking gives pride of place to top-quality seasonal ingredients from Galicia on a concise à la carte that changes from time to time and features subtle Asian influences. We recommend booking ahead and choosing the menu (#amesaposta), which provides a splendid insight into his cuisine.",2
La Fundición,"Plazuela de la Calandria 1, San Ildefonso o La Granja, 40100, Spain","San Ildefonso o La Granja, Spain",€€,"Contemporary, Modern Cuisine",-4.0049042,40.9007073,Bib Gourmand,"Air conditioning,Terrace,Wheelchair access","In the centre of La Granja, opposite the main post office and just a few minutes?walk from the royal palace and its stunning gardens. The old building it occupies has given rise to the name of the restaurant (“The Foundry?in English), a reference to its previous incarnation, which provided the plumbing for both the royal palace and the old hospital. Today, as a result of a major revamp of the interior, it boasts several spaces with a unique rustic feel: the bar, the main dining room which once housed the forge, and the patio-terrace of the original infirmary. Choose between the à la carte and a menu featuring updated traditional cuisine with a nod to Asia and top-notch presentation.",2
Cantina La Estación,"Cuesta Rodadera 1, Úbeda, 23400, Spain","Úbeda, Spain",€€,Modern Cuisine,-3.3672066,38.0116903,Bib Gourmand,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","Although located slightly away from the historic centre, this authentic “cantina?full of surprises is well worth the journey! It features a simple tapas bar in the style of an old railway station, which leads to the dining room, the latter imitating the interior of an old train carriage. The couple in charge, Montserrat and Antonio José, focus on contemporary seasonal cuisine, with the intention of always enhancing what they offer with artisanal breads, a small selection of olive oils, an enticing tasting menu and at least one different stew every day. The reasonably extensive and varied wine list adds to its appeal.",2
El Molín de Mingo,"Finca Molín de Mingo, Peruyes, 33540, Spain","Peruyes, Spain",€€,Traditional Cuisine,-5.0818996,43.3855433,Bib Gourmand,"Air conditioning,Car park,Terrace","A rustic-style restaurant which continues to grow in popularity thanks to its secluded location surrounded by mountains ?the type of place that diners return to time and time again! Here, owner-chef Dulce Martínez (also the wife of the famous chef Nacho Manzano) prepares superb, traditional home-style cuisine which is refined, delicate and full of flavour, with real attention to detail and presentation. There are two menus available here (one shorter than the other), both offering a choice of dishes. Don’t miss the homemade desserts or the unforgettable “pitu de calella con arroz?(a delicious dish made with rice and chicken).",2
Els Caçadors,"Urbanización Casanova, Maçanet de Cabrenys, 17720, Spain","Maçanet de Cabrenys, Spain",€€,Traditional Cuisine,2.755083,42.3841249,Bib Gourmand,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access","A great place to recharge your batteries if you’re planning a visit to the Alto Ampurdán region in the Eastern Pyrenees. Located in the basement of the hotel of the same name, its play of contrasts comes as a pleasant surprise, with a decor featuring a combination of sturdy vaulted ceilings and stone walls which provide the perfect counterpoint to the designer-inspired lamps and white furnishings. The traditional, regionally inspired cuisine is somewhat surprisingly complemented by a few dishes from the Far East!",2
A Xanela Gastronómica,"Real 62, Ponteareas, 36860, Spain","Ponteareas, Spain",€€,Contemporary,-8.5001761,42.1762245,Bib Gourmand,Air conditioning,"A well-established restaurant owned by two chefs, Ángel and Víctor, who also happen to be good friends, and who have shared their mutual love of food since they met at the Pontevedra hotel school. In this contemporary setting, choose between eating at the bar or in the stylish dining room with its glass-fronted wine cabinet. Although the daily menu is ever popular, there is also a strong focus on a contemporary à la carte with a hint of fusion, which champions Galician produce and ingredients. We strongly advise you to book a table ahead of time.",2
